unique_id,prob
14800,0.00415512530633971
278323,0.0363903562082442
250032,0.0228335269972419
64646,0.0191062324340402
106064,0.053520261013305
370573,0.00975102548429838
92846,0.00343147816974035
272330,0.0265751226238453
361909,0.0302235672840488
35113,0.0185224942545534
309496,0.0173853393213585
324321,0.00926860374942347
158790,0.0630712542251291
5203,0.0408446602553647
331450,0.048648091829174
411948,0.0221520105211504
302038,0.00567844506329215
415087,0.0420734454120788
338016,0.0190610101039448
232129,0.0444313168241366
206081,0.0481920096402852
105403,0.0449442885004315
314803,0.0368464023262309
386753,0.0202586486083915
355363,0.0376572973563405
170187,0.0264817357948798
43589,0.065214785530404
138260,0.0268355682710236
139711,0.0498635684675672
32872,0.0657957741415431
417689,0.0356944366283476
400683,0.0340796638139559
348847,0.066391909648193
31916,0.0320823288047348
293321,0.0206252107127439
20342,0.0286959165397838
44118,0.00324122793341081
98427,0.0431362749561974
34461,0.0719459381501619
324619,0.0756484650767095
379664,0.0371010139666977
369316,0.024381777362647
341911,0.0192234026544787
261038,0.0240396166237257
419890,0.0211668795502073
275220,0.0705219481900937
315644,0.0291743249431138
194059,0.0177221258488672
155999,0.0220354072205183
27881,0.0892098667493282
182615,0.0358923313880876
300134,0.028884855734549
252037,0.0283332188012673
329249,0.0313590037088457
115621,0.0594395820853757
269704,0.031602966498133
306640,0.0603407811212155
179959,0.021172405708532
141469,0.0223506818013421
41706,0.0403815105324246
240293,0.0259826720125259
345529,0.0812450619935339
374853,0.0529251674518045
414659,0.0188503732129246
202418,0.0219899326793116
130154,0.0767733461258356
101172,0.0302246814422191
255005,0.0123449048429117
387690,0.0237796933482391
400372,0.0137845524826745
54946,0.0856118483621362
209221,0.0597848260220354
54926,0.0350554946671364
171514,0.0457169861936841
383432,0.0130602652152608
23490,0.0303194880729707
140403,0.0362864941357579
270059,0.0626655119064667
325899,0.0176942411978545
54057,0.0487870531626401
329213,0.0259320573198391
26095,0.0553524143134097
268196,0.0240264576565102
118084,0.0174133137467057
73636,0.0581215166288357
197580,0.0147164626829502
209724,0.0367439741261072
308531,0.0431059953488819
245180,0.0121637518440749
59399,0.053193268768873
261887,0.0528729177009691
287515,0.033634782658275
114817,0.0463938961785404
384895,0.0675322911494446
143667,0.0357533413024641
384842,0.00721766753335647
157717,0.0227205705468491
198888,0.0396312888438875
333320,0.0130383754509495
147430,0.0391677672399406
349392,0.0479187196544014
340358,0.0467151132475086
22750,0.0384211198674013
138237,0.0209895958446798
409121,0.0124455558699008
417456,0.0278190405280244
320399,0.00161668987043528
353700,0.0304924559112881
232785,0.0842249329735983
379852,0.0197208815420205
418164,0.0177164894544808
262310,0.0500856017333419
265582,0.0264819504809604
21184,0.0107316438193924
369365,0.0234558292768337
356405,0.00938132282709228
365370,0.0353060727045306
350177,0.00347915861994021
234940,0.0164470025373223
236911,0.0289225541196825
200633,0.0194406305141309
